prop_name,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region,district,facility_count,has_pool,has_gym,additional_facility_count,near_rail,has_ac,cooking_allowed,has_internet,rent
Nidoz Residences,Condominium,4.0,2.0,2.0,1200.0,1,"Jogging Track, Playground, Swimming Pool, Security, Gymnasium, Multipurpose hall, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Desa Petaling,8,1,1,3,0,1,1,0,2200.0
Anggun Residences,Service Residence,1.0,0.0,1.0,751.0,2,"Tennis Court, Squash Court, Playground, Gymnasium, Club house",,Kuala Lumpur,KL City,5,0,1,1,0,0,0,0,2500.0
Endah Promenade,Condominium,3.0,2.0,2.0,980.0,1,,"Air-Cond, Cooking Allowed",Kuala Lumpur,Sri Petaling,1,0,0,2,0,1,1,0,1800.0
One Central Park,Condominium,4.0,2.0,3.0,1711.0,2,"Gymnasium, Multipurpose hall, Security, Swimming Pool, Playground, Jogging Track, Barbeque area, Sauna, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Desa ParkCity,9,1,1,2,0,1,1,0,7000.0
Reizz Residence,Service Residence,2.0,1.0,2.0,845.0,2,"Security, Sauna, Swimming Pool, Jogging Track, Lift, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Ampang Hilir,10,1,1,4,1,1,1,0,2400.0
The Centrina,Service Residence,3.0,2.0,2.0,876.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sungai Besi,9,1,1,4,1,1,1,0,2500.0
The Colony by Infinitum,Service Residence,2.0,1.0,2.0,1050.0,0,"Swimming Pool, Sauna, Club house, Security, Minimart, Gymnasium, Jogging Track, Playground, Squash Court, Lift, Multipurpose hall, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,KL City,13,1,1,5,1,1,1,1,3200.0
Kristal Court,Condominium,3.0,1.0,2.0,1100.0,1,"Security, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Seputeh,4,1,1,2,0,1,1,0,1700.0
Platinum Hill PV 5,Condominium,4.0,1.0,2.0,1272.0,2,"Playground, Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Squash Court, Multipurpose hall, Security, Minimart, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setapak,12,1,1,4,1,1,1,0,1600.0
Service Suites @ Pavilion Embassy,Service Residence,3.0,0.0,2.0,1211.0,2,,,Kuala Lumpur,Keramat,0,0,0,1,0,0,0,0,3700.0
Seri Ampang Hilir,Flat,3.0,0.0,2.0,751.0,0,"Playground, Minimart",Cooking Allowed,Kuala Lumpur,Ampang,2,0,0,1,0,0,1,0,850.0
KL Traders Square Residences,Service Residence,3.0,1.0,2.0,940.0,0,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Gombak,12,1,1,5,1,1,1,1,1300.0
Denai Sutera,Apartment,4.0,2.0,3.0,1500.0,1,"Squash Court, Multipurpose hall, Playground, Swimming Pool, Security, Gymnasium, Lift, Barbeque area, Sauna, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Bukit Jalil,11,1,1,3,1,1,1,0,2200.0
Residensi Suria Pantai,Apartment,3.0,1.0,2.0,810.0,1,"Swimming Pool, Multipurpose hall, Security, Minimart, Playground, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Pantai,6,1,0,2,1,0,1,0,1548.0
Sunway Vivaldi,Condominium,4.0,2.0,4.0,2573.0,2,"Security, Playground, Squash Court, Barbeque area, Swimming Pool, Gymnasium, Tennis Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Hartamas,8,1,1,3,0,1,1,0,7900.0
TR Residence,Service Residence,2.0,1.0,1.0,710.0,2,"Swimming Pool, Jogging Track, Gymnasium, Multipurpose hall, Barbeque area, Security, Playground, Lift, Sauna, Minimart, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Titiwangsa,13,1,1,4,1,1,1,0,2500.0
The Vyne,Condominium,2.0,1.0,2.0,885.0,2,"Barbeque area, Sauna, Minimart, Gymnasium, Squash Court, Club house, Multipurpose hall, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sungai Besi,10,0,1,5,1,1,1,1,1500.0
Residensi Gurneymas,Apartment,3.0,1.0,2.0,800.0,0,Security,,Kuala Lumpur,Keramat,1,0,0,1,0,0,0,0,1300.0
Maytower,Service Residence,1.0,1.0,1.0,500.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,KL City,13,1,1,5,1,1,1,1,1650.0
The Havre @ Bukit Jalil,Condominium,3.0,2.0,2.0,1023.0,1,"Swimming Pool, Squash Court, Barbeque area, Minimart, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Club house, Playground, Tennis Court, Lift, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,13,1,1,5,1,1,1,1,2400.0
Seksyen 1 Wangsa Maju Flat,Flat,2.0,0.0,1.0,600.0,0,,,Kuala Lumpur,Wangsa Maju,0,0,0,1,0,0,0,0,950.0
Residensi Suria Pantai,Apartment,3.0,0.0,2.0,810.0,1,"Minimart, Security, Playground, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur,Pantai,5,1,0,2,0,1,1,0,1550.0
Melur Apartment (Sentul),Apartment,2.0,1.0,2.0,1000.0,1,"Minimart, Security, Lift, Playground, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,6,0,0,5,1,1,1,1,1500.0
Sri Saujana (Kepong),Apartment,3.0,0.0,2.0,750.0,0,,,Kuala Lumpur,Kepong,0,0,0,1,0,0,0,0,750.0
M3 Residency,Service Residence,3.0,1.0,2.0,900.0,2,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1700.0
Trinity Aquata,Condominium,3.0,1.0,2.0,839.0,2,"Gymnasium, Jogging Track, Security, Swimming Pool",,Kuala Lumpur,Sungai Besi,4,1,1,1,0,0,0,0,2100.0
Platinum Lake PV 21,Service Residence,2.0,1.0,2.0,900.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,7,1,1,3,0,1,1,0,1600.0
The Holmes,Condominium,3.0,2.0,2.0,1018.0,2,"Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,4,1,0,4,1,1,1,0,2200.0
Seksyen 2 Wangsa Maju Flat Block D,Flat,3.0,0.0,2.0,700.0,0,,,Kuala Lumpur,Wangsa Maju,0,0,0,1,0,0,0,0,850.0
Greenpark,Condominium,3.0,1.0,2.0,1243.0,0,"Swimming Pool, Tennis Court, Security, Playground",,Kuala Lumpur,Old Klang Road,4,1,0,1,0,0,0,0,1600.0
Queensville,Condominium,1.0,2.0,1.0,526.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,8,1,1,3,1,1,1,0,1300.0
Inspirasi Mont Kiara,Condominium,3.0,0.0,2.0,940.0,2,,,Kuala Lumpur,KL City,0,0,0,1,0,0,0,0,3500.0
Endah Promenade,Condominium,3.0,1.0,2.0,980.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Squash Court","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Sri Petaling,11,1,1,2,1,0,1,0,1800.0
The Orion,Condominium,1.0,1.0,1.0,510.0,2,"Playground, Gymnasium, Barbeque area, Swimming Pool, Security, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,City Centre,7,1,1,2,0,1,1,0,1690.0
Endah Regal,Condominium,3.0,1.0,2.0,1141.0,1,"Security, Swimming Pool, Gymnasium, Barbeque area, Sauna, Club house, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sri Petaling,7,1,1,4,1,1,1,0,1300.0
Putra Suria Residence,Apartment,3.0,1.0,2.0,750.0,0,"Security, Minimart, Jogging Track, Lift, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,5,0,0,2,1,0,1,0,1200.0
Desa Tun Razak,Apartment,2.0,0.0,1.0,650.0,0,"Lift, Playground",,Kuala Lumpur,Cheras,2,0,0,1,0,0,0,0,950.0
Sri Desa,Condominium,3.0,1.0,2.0,989.0,1,"Tennis Court, Swimming Pool, Squash Court",,Kuala Lumpur,Kuchai Lama,3,1,0,1,0,0,0,0,1350.0
The Pano,Service Residence,1.0,1.0,1.0,692.0,2,"Playground, Barbeque area, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,5,0,1,4,1,1,1,0,1800.0
"Pinggiran Cempaka, Ampang",Apartment,3.0,0.0,2.0,905.0,0,"Security, Playground, Jogging Track","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Ampang,3,0,0,3,1,1,1,0,1300.0
The Pano,Service Residence,2.0,1.0,2.0,812.0,2,"Playground, Barbeque area, Multipurpose hall, Security, Gymnasium","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,5,0,1,4,1,1,1,0,2500.0
Anggun Puri,Condominium,3.0,1.0,2.0,1050.0,1,"Gymnasium, Swimming Pool, Tennis Court, Playground, Club house, Security, Minimart, Jogging Track","Cooking Allowed, Air-Cond",Kuala Lumpur,Solaris Dutamas,8,1,1,2,0,1,1,0,1650.0
PPR Batu Muda,Flat,3.0,0.0,2.0,690.0,0,"Lift, Playground, Minimart",,Kuala Lumpur,Sentul,3,0,0,1,0,0,0,0,700.0
Residensi Suria Pantai,Apartment,3.0,1.0,2.0,810.0,0,"Swimming Pool, Security, Playground, Multipurpose hall, Minimart",,Kuala Lumpur,Pantai,5,1,0,1,0,0,0,0,1600.0
"J.Dupion, Cheras",Condominium,2.0,1.0,2.0,950.0,2,"Security, Swimming Pool, Lift, Playground, Gymnasium",,Kuala Lumpur,Cheras,5,1,1,1,0,0,0,0,1800.0
Platinum Lake PV 21,Service Residence,3.0,1.0,2.0,1022.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Club house, Jogging Track","Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,9,1,1,2,0,0,1,0,1600.0
Windsor Tower,Service Residence,1.0,0.0,1.0,500.0,2,"Security, Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Club house, Squash Court, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Hartamas,9,1,1,3,0,1,1,0,1600.0
Putra Suria Residence,Condominium,3.0,1.0,2.0,748.0,1,"Minimart, Jogging Track, Swimming Pool, Gymnasium, Security",Near KTM/LRT,Kuala Lumpur,Cheras,5,1,1,1,1,0,0,0,1200.0
CitiZen,Service Residence,3.0,2.0,2.0,883.0,1,"Sauna, Swimming Pool, Jogging Track, Playground, Multipurpose hall, Security, Gymnasium, Barbeque area","Air-Cond, Near KTM/LRT",Kuala Lumpur,Old Klang Road,8,1,1,2,1,1,0,0,2000.0
Sentul Point Suite Apartment,Apartment,3.0,1.0,2.0,850.0,1,"Security, Minimart, Playground, Gymnasium, Swimming Pool, Squash Court","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,6,1,1,4,1,0,1,1,1400.0
Pearl Suria,Condominium,2.0,1.0,2.0,1112.0,2,"Playground, Jogging Track, Barbeque area, Gymnasium, Sauna, Swimming Pool, Multipurpose hall, Security","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Old Klang Road,8,1,1,3,0,1,1,0,2900.0
Endah Ria,Condominium,3.0,1.0,2.0,946.0,2,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Petaling,0,0,0,3,0,1,1,0,1700.0
Desa Green,Service Residence,3.0,1.0,2.0,935.0,2,Playground,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Taman Desa,1,0,0,3,0,1,1,0,2300.0
Casa Green (Bukit Jalil),Condominium,3.0,1.0,3.0,1003.0,2,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Bukit Jalil,0,0,0,3,0,1,1,0,2300.0
Endah Regal,Condominium,3.0,1.0,2.0,1141.0,2,"Swimming Pool, Sauna, Tennis Court, Club house, Security, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Petaling,7,1,1,3,0,1,1,0,1600.0
The Z Residence,Condominium,3.0,2.0,2.0,1232.0,2,"Minimart, Swimming Pool, Jogging Track, Barbeque area, Sauna, Playground, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bukit Jalil,8,1,1,4,1,1,1,0,2200.0
Plaza Damas,Service Residence,1.0,0.0,1.0,495.0,2,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Hartamas,0,0,0,3,0,1,1,0,1500.0
M Vertica,Condominium,4.0,2.0,2.0,1000.0,2,"Security, Lift, Multipurpose hall, Playground, Jogging Track, Barbeque area, Swimming Pool, Tennis Court, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,10,1,1,4,1,1,1,0,3000.0
DEX Suites 1.0 (Tower A) @ Kiara East,Service Residence,2.0,1.0,1.0,689.0,2,"Swimming Pool, Security, Gymnasium",Air-Cond,Kuala Lumpur,Jalan Kuching,3,1,1,1,0,1,0,0,1800.0
Amaya Maluri,Service Residence,2.0,1.0,2.0,719.0,2,"Swimming Pool, Playground, Multipurpose hall, Security, Gymnasium, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,7,1,1,4,1,1,1,0,1800.0
Platinum Splendor Residensi Semarak,Condominium,4.0,2.0,2.0,1184.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Keramat,13,1,1,4,1,1,1,0,2300.0
Platinum Splendor Residensi Semarak,Condominium,3.0,2.0,2.0,926.0,1,"Swimming Pool, Tennis Court, Minimart, Gymnasium, Security, Playground, Squash Court, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Keramat,9,1,1,4,1,1,1,0,1799.0
Residensi Seri Wahyu @ Jalan Kuching KL,Apartment,3.0,1.0,2.0,805.0,1,"Lift, Playground, Swimming Pool, Security, Minimart, Gymnasium, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,KL City,8,1,1,2,1,0,1,0,1100.0
Secoya Residences,Condominium,3.0,0.0,3.0,1360.0,2,"Security, Jogging Track, Sauna, Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,Pantai,8,1,1,2,0,1,1,0,3900.0
M Centura,Service Residence,3.0,1.0,2.0,850.0,1,"Security, Swimming Pool, Lift, Gymnasium, Multipurpose hall, Playground",Air-Cond,Kuala Lumpur,Sentul,6,1,1,1,0,1,0,0,1850.0
Vue Residences,Apartment,2.0,0.0,1.0,850.0,2,"Security, Swimming Pool, Gymnasium, Multipurpose hall, Sauna, Barbeque area, Playground",,Kuala Lumpur,Titiwangsa,7,1,1,1,0,0,0,0,2500.0
Residensi Alam Damai (PR1MA @ Alam Damai),Apartment,3.0,0.0,2.0,995.0,1,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,1200.0
The Elements,Service Residence,2.0,0.0,2.0,950.0,2,"Security, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Multipurpose hall, Playground, Sauna",,Kuala Lumpur,Ampang,8,1,1,1,0,0,0,0,2100.0
Pangsapuri Cemara (Cheras),Apartment,3.0,1.0,2.0,750.0,1,"Security, Minimart, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur,Cheras,4,0,0,4,1,1,1,1,1100.0
Wangsa Metroview,Condominium,3.0,1.0,2.0,1152.0,1,"Security, Swimming Pool, Gymnasium, Barbeque area, Minimart, Playground","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Wangsa Maju,6,1,1,3,1,0,1,0,1300.0
The Hamilton,Condominium,4.0,1.0,2.0,1000.0,2,"Swimming Pool, Gymnasium, Multipurpose hall, Playground, Jogging Track, Barbeque area, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Wangsa Maju,8,1,1,3,0,1,1,0,2600.0
One Maxim,Service Residence,3.0,1.0,2.0,850.0,1,"Security, Barbeque area, Jogging Track, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sentul,9,1,1,3,0,1,1,0,1500.0
Mayfair,Apartment,1.0,0.0,1.0,420.0,2,"Gymnasium, Swimming Pool, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Hartamas,5,1,1,3,0,1,1,0,1200.0
Royal Regent (Sri Putramas 3),Condominium,4.0,2.0,3.0,1800.0,2,"Gymnasium, Tennis Court, Swimming Pool, Sauna, Minimart, Playground, Security, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Jalan Kuching,9,1,1,3,0,1,1,0,3300.0
CitiZen,Service Residence,2.0,1.0,2.0,800.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur,Old Klang Road,13,1,1,3,1,1,1,0,1699.0
Residensi Razakmas,Apartment,3.0,0.0,2.0,850.0,1,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,900.0
Residensi Tasikmas,Apartment,3.0,0.0,2.0,850.0,0,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,900.0
Gurney Heights,Condominium,3.0,1.0,2.0,850.0,0,"Gymnasium, Security, Swimming Pool, Minimart, Lift",,Kuala Lumpur,Keramat,5,1,1,1,0,0,0,0,1500.0
Arte Mont Kiara,Service Residence,2.0,1.0,2.0,900.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",,Kuala Lumpur,Mont Kiara,8,1,1,1,0,0,0,0,3000.0
Expressionz Suite KLCC,Studio,1.0,0.0,1.0,600.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Internet, Washing Machine, Cooking Allowed, Air-Cond",Kuala Lumpur,KLCC,8,1,1,4,0,1,1,1,1800.0
South View Serviced Apartments,Service Residence,2.0,0.0,1.0,648.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bangsar South,9,1,1,4,1,1,1,0,2300.0
Aston Kiara 3 Mont Kiara,Condominium,4.0,2.0,3.0,1598.0,2,"Security, Lift, Sauna, Swimming Pool, Playground, Multipurpose hall, Barbeque area",Air-Cond,Kuala Lumpur,Mont Kiara,7,1,0,1,0,1,0,0,2800.0
Vista Langkawi @ PV18,Service Residence,3.0,1.0,2.0,926.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",,Kuala Lumpur,Setapak,8,1,1,1,0,0,0,0,1600.0
Maytower,Service Residence,1.0,1.0,1.0,500.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine",Kuala Lumpur,KL City,10,1,1,5,1,1,1,1,2000.0
Mawar Sari,Apartment,3.0,1.0,2.0,950.0,1,"Minimart, Playground, Security, Lift",,Kuala Lumpur,Keramat,4,0,0,1,0,0,0,0,1650.0
Inspirasi Condoinium,Condominium,3.0,2.0,2.0,940.0,2,,,Kuala Lumpur,Mont Kiara,0,0,0,1,0,0,0,0,3500.0
De Tropicana,Condominium,3.0,1.0,2.0,968.0,1,"Security, Tennis Court, Minimart, Gymnasium, Barbeque area, Playground, Swimming Pool, Squash Court, Sauna, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Kuchai Lama,10,1,1,2,0,1,1,0,1100.0
Platinum Lake PV 21,Service Residence,2.0,0.0,2.0,900.0,2,"Security, Lift, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur,Setapak,5,1,1,2,0,1,1,0,1600.0
Vivo Residential @ 9 Seputeh,Service Residence,3.0,0.0,2.0,1092.0,2,"Gymnasium, Tennis Court, Barbeque area, Playground, Swimming Pool, Security, Jogging Track, Sauna, Multipurpose hall","Air-Cond, Washing Machine",Kuala Lumpur,Seputeh,9,1,1,2,0,1,0,0,2800.0
Residensi Gembira 737,Apartment,3.0,0.0,3.0,850.0,1,"Security, Lift, Swimming Pool",Cooking Allowed,Kuala Lumpur,Old Klang Road,3,1,0,1,0,0,1,0,1150.0
Scarletz,Service Residence,1.0,0.0,1.0,400.0,2,"Swimming Pool, Playground, Lift, Security, Gymnasium, Multipurpose hall, Minimart","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,KLCC,7,1,1,4,1,1,1,1,2500.0
Scarletz,Service Residence,1.0,0.0,1.0,300.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed, Internet",Kuala Lumpur,KLCC,9,1,1,4,1,1,1,1,2200.0
TR Residence,Service Residence,2.0,0.0,1.0,710.0,2,"Barbeque area, Jogging Track, Security, Playground, Gymnasium, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Titiwangsa,7,1,1,5,1,1,1,1,2200.0
OUG Parklane,Service Residence,1.0,0.0,1.0,300.0,2,"Sauna, Squash Court, Swimming Pool, Minimart, Playground, Security",,Kuala Lumpur,OUG,6,1,0,1,0,0,0,0,550.0
M Centura,Service Residence,3.0,2.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Sentul,7,1,1,4,1,1,1,0,2500.0
Le Jardine,Condominium,3.0,1.0,2.0,1200.0,1,"Playground, Security, Barbeque area, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur,Pandan Indah,4,1,0,2,0,1,1,0,1500.0
Ramada (One @ Bukit Ceylon),Service Residence,1.0,0.0,1.0,411.0,2,"Minimart, Playground, Gymnasium, Barbeque area, Security, Swimming Pool, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,KLCC,7,1,1,4,1,1,1,0,2000.0
Solaris Dutamas Designer Suites,Condominium,3.0,1.0,2.0,1238.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,10,1,1,5,1,1,1,1,5800.0
Service Suites @ Pavilion Embassy,Service Residence,2.0,2.0,2.0,1098.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Keramat,13,1,1,5,1,1,1,1,4000.0
Service Suites @ Pavilion Embassy,Service Residence,2.0,1.0,2.0,775.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Keramat,10,1,1,5,1,1,1,1,3600.0
The Address @ Taman Desa,Condominium,3.0,2.0,3.0,1118.0,1,"Security, Gymnasium, Barbeque area, Sauna, Minimart, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur,Taman Desa,7,1,1,2,0,1,1,0,2600.0
Expressionz Suite KLCC,Studio,1.0,0.0,1.0,400.0,2,"Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Gymnasium, Multipurpose hall, Minimart","Internet, Air-Cond, Washing Machine",Kuala Lumpur,KL City,9,1,1,3,0,1,0,1,1500.0
Expressionz Professional Suites,Service Residence,2.0,0.0,2.0,900.0,2,"Playground, Swimming Pool, Gymnasium, Security, Lift, Sauna, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Internet, Washing Machine",Kuala Lumpur,KL City,9,1,1,4,0,1,1,1,2800.0
Ceriaan Kiara,Condominium,4.0,2.0,3.0,3174.0,2,"Security, Playground, Sauna, Swimming Pool, Gymnasium, Barbeque area, Lift, Multipurpose hall, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,10,1,1,4,0,1,1,1,3300.0
Casa Kiara 1,Condominium,4.0,1.0,3.0,1268.0,2,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Lift, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Mont Kiara,9,1,1,3,0,1,1,0,3000.0
UNA Serviced Apartment @ Peel,Service Residence,2.0,1.0,1.0,708.0,2,"Playground, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,3,1,1,3,0,1,1,0,2500.0
Amadesa,Condominium,3.0,0.0,2.0,1144.0,1,"Security, Gymnasium, Tennis Court, Minimart, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur,Desa Petaling,5,1,1,2,0,1,1,0,1400.0
Prima Court,Apartment,3.0,1.0,2.0,800.0,0,"Playground, Barbeque area, Security, Swimming Pool, Multipurpose hall","Washing Machine, Air-Cond",Kuala Lumpur,Ampang,5,1,0,2,0,1,0,0,1250.0
